.HEADER
..NAMES
Time,V U2.L3
.DATA
1.66824e-08,0.3971
1.67057e-08,0.5382
1.67290e-08,0.6868
1.67522e-08,0.8428
1.67755e-08,0.9835
1.67988e-08,1.0927
1.68220e-08,1.1647
1.68453e-08,1.2025
1.68686e-08,1.2162
1.68918e-08,1.2217
1.69151e-08,1.2322
1.69384e-08,1.2542
1.69616e-08,1.2803
1.69849e-08,1.2965
1.70082e-08,1.2976
1.70314e-08,1.2902
1.70547e-08,1.2797
1.70780e-08,1.2546
1.71012e-08,1.2032
1.71245e-08,1.1375
1.71478e-08,1.0799
1.71710e-08,1.0409
1.71943e-08,1.0202
1.72176e-08,1.0158
1.72408e-08,1.0249
1.72641e-08,1.0434
1.72874e-08,1.0683
1.73106e-08,1.0973
1.73339e-08,1.1265
1.73572e-08,1.1497
1.73804e-08,1.1598
1.74037e-08,1.1569
1.74270e-08,1.1517
1.74502e-08,1.1560
1.74735e-08,1.1720
1.74968e-08,1.1927
1.75201e-08,1.2133
1.75433e-08,1.2350
1.75666e-08,1.2579
1.75899e-08,1.2768
1.76131e-08,1.2855
1.76364e-08,1.2816
1.76597e-08,1.2661
1.76829e-08,1.2434
1.77062e-08,1.2202
1.77295e-08,1.2024
1.77527e-08,1.1920
1.77760e-08,1.1866
1.77993e-08,1.1834
1.78225e-08,1.1827
1.78458e-08,1.1867
1.78691e-08,1.1940
1.78923e-08,1.1987
1.79156e-08,1.1960
1.79389e-08,1.1866
1.79621e-08,1.1754
1.79854e-08,1.1668
1.80087e-08,1.1627
1.80319e-08,1.1635
1.80552e-08,1.1690
1.80785e-08,1.1781
1.81017e-08,1.1899
1.81250e-08,1.2030
1.81483e-08,1.2153
1.81715e-08,1.2233
1.81948e-08,1.2246
1.82181e-08,1.2198
1.82413e-08,1.2128
1.82646e-08,1.2073
1.82879e-08,1.2043
1.83111e-08,1.2025
1.83344e-08,1.2014
1.83577e-08,1.2022
1.83809e-08,1.2054
1.84042e-08,1.2102
1.84275e-08,1.2143
1.84507e-08,1.2155
1.84740e-08,1.2126
1.84973e-08,1.2063
1.85205e-08,1.1988
1.85438e-08,1.1923
1.85671e-08,1.1880
1.85903e-08,1.1860
1.86136e-08,1.1858
1.86369e-08,1.1880
1.86601e-08,1.1927
1.86834e-08,1.1988
1.87067e-08,1.2039
1.87299e-08,1.2060
1.87532e-08,1.2053
1.87765e-08,1.2028
1.87997e-08,1.2002
1.88230e-08,1.1982
1.88463e-08,1.1970
1.88695e-08,1.1965
1.88928e-08,1.1969
1.89161e-08,1.1986
1.89393e-08,1.2018
1.89626e-08,1.2057
1.89859e-08,1.2089
1.90091e-08,1.2101
1.90324e-08,1.2088
1.90557e-08,1.2061
1.90789e-08,1.2030
1.91022e-08,1.2001
1.91255e-08,1.1977
1.91487e-08,1.1960
1.91720e-08,1.1957
1.91953e-08,1.1969
1.92185e-08,1.1992
1.92418e-08,1.2018
1.92651e-08,1.2036
1.92883e-08,1.2039
1.93116e-08,1.2029
1.93349e-08,1.2013
1.93581e-08,1.1998
1.93814e-08,1.1985
1.94047e-08,1.1975
1.94279e-08,1.1968
1.94512e-08,1.1968
