"Net Name","Pass/Fail","Operation","Driver Comp Ref Des & Pin Name","Receiver Comp Ref Des & Pin Name","Rise Rail Overshoot, [mV]","Rise Rail Overshoot Limit, [mV]","Rise Rail Overshoot Margin, [mV]","Rise Rail Overshoot, [Pass/Fail]","Rise Rail Overshoot Trace Point, [ns]","Fall Rail Undershoot, [mV]","Fall Rail Undershoot Limit, [mV]","Fall Rail Undershoot Margin, [mV]","Fall Rail Undershoot, [Pass/Fail]","Fall Rail Undershoot Trace Point, [ns]","Rise Rail Overshoot Area, [V*ns]","Rise Rail Overshoot Area Limit, [V*ns]","Rise Rail Overshoot Area Margin, [V*ns]","Rise Rail Overshoot Area, [Pass/Fail]","Rise Rail Overshoot Area Trace Point, [ns]","Fall Rail Undershoot Area, [V*ns]","Fall Rail Undershoot Area Limit, [V*ns]","Fall Rail Undershoot Area Margin, [V*ns]","Fall Rail Undershoot Area, [Pass/Fail]","Fall Rail Undershoot Area Trace Point, [ns]","Rise Rail Overshoot Area (2), [V*ns]","Rise Rail Overshoot Area (2) Limit, [V*ns]","Rise Rail Overshoot Area (2) Margin, [V*ns]","Rise Rail Overshoot Area (2), [Pass/Fail]","Rise Rail Overshoot Area (2) Trace Point, [ns]","Fall Rail Undershoot Area (2), [V*ns]","Fall Rail Undershoot Area (2) Limit, [V*ns]","Fall Rail Undershoot Area (2) Margin, [V*ns]","Fall Rail Undershoot Area (2), [Pass/Fail]","Fall Rail Undershoot Area (2) Trace Point, [ns]","Monotonic, [Pass/Fail]","Monotonic Trace Point, [ns]","VIH/L(AC) Min Limit, [Pass/Fail]","VIH/L(AC) Min Limit, Trace Point, [ns]","VIH/L(DC) Monotonicity, [Pass/Fail]","VIH/L(DC) Monotonicity Trace Point, [ns]","Vref Threshold Multi Cross, [Pass/Fail]","Max Slew Time, [ps]","Max Slew Time, [Pass/Fail]","VIX Limit Low, mV","VIX Limit Hi, mV","VIX Margin, mV","VIX, [Pass/Fail]","VIX Trace Point, [ns]","VID(AC) Limit, mV","VID(AC) Margin, mV","VID(AC), [Pass/Fail]","VID(AC) Trace Point, [ns]","VID(DC) Limit, mV","VID(DC), [Pass/Fail]","VID(DC) Trace Point, [ns]","Vdd/2, mV","VSEL Limit, mV","VSEL Margin, mV","VSEL, [Pass/Fail]","VSEL Trace Point, [ns]","VSEH Limit, mV","VSEH Margin, mV","VSEH, [Pass/Fail]","VSEH Trace Point, [ns]","TVAC/TDVAC Min Time Over AC, ps","TVAC/TDVAC Time Limit, ps","TVAC/TDVAC Margin, ps","TVAC/TDVAC, [Pass/Fail]","TVAC/TDVAC Trace Point, [ns]"
"DDR_DQ3","Fail","Write rank(1,1)","U1.F3","U2.H7"," 262.5"," 400.0"," 137.5","Pass"," 4.749"," 291.0"," 400.0"," 109.0","Pass","44.738","0.0634","0.0700","0.0066","Pass"," 4.788","0.0824","0.0700","-0.0124","Fail","12.312","0.0013","0.0100","0.0087","Pass"," 4.751","0.0000","0.0100","0.0100","Pass","N/A","Pass","N/A","Pass","N/A","N/A","N/A","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_DQ4","Fail","Write rank(1,1)","U1.F1","U2.H2"," 248.9"," 400.0"," 151.1","Pass","21.838"," 276.9"," 400.0"," 123.1","Pass","47.251","0.0623","0.0700","0.0077","Pass","21.878","0.0798","0.0700","-0.0098","Fail","47.315","0.0003","0.0100","0.0097","Pass","21.838","0.0000","0.0100","0.0100","Pass","N/A","Pass","N/A","Pass","N/A","N/A","N/A","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_DQ5","Fail","Write rank(1,1)","U1.G5","U2.H8"," 246.1"," 400.0"," 153.9","Pass","31.720"," 281.9"," 400.0"," 118.1","Pass","28.041","0.0582","0.0700","0.0118","Pass","31.789","0.0749","0.0700","-0.0049","Fail","28.063","0.0004","0.0100","0.0096","Pass","31.748","0.0000","0.0100","0.0100","Pass","N/A","Fail","32.211","Pass","N/A","N/A","N/A","Fail","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_DQ6","Fail","Write rank(1,1)","U1.G2","U2.J3"," 261.4"," 400.0"," 138.6","Pass","54.314"," 289.1"," 400.0"," 110.9","Pass","45.161","0.0623","0.0700","0.0077","Pass","54.338","0.0809","0.0700","-0.0109","Fail","45.195","0.0009","0.0100","0.0091","Pass","54.316","0.0000","0.0100","0.0100","Pass","N/A","Pass","N/A","Pass","N/A","N/A","N/A","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_DQ7","Fail","Write rank(1,1)","U1.F2","U2.J7"," 254.0"," 400.0"," 146.0","Pass","52.251"," 284.6"," 400.0"," 115.4","Pass","23.937","0.0650","0.0700","0.0050","Pass","52.296","0.0830","0.0700","-0.0130","Fail","41.079","0.0005","0.0100","0.0095","Pass","52.252","0.0000","0.0100","0.0100","Pass","N/A","Pass","N/A","Pass","N/A","N/A","N/A","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_DQ8","Fail","Write rank(1,1)","U1.U1","U2.A3"," 243.0"," 400.0"," 157.0","Pass","46.399"," 302.7"," 400.0","  97.3","Pass","38.907","0.0685","0.0700","0.0015","Pass","46.456","0.0894","0.0700","-0.0194","Fail","31.071","0.0001","0.0100","0.0099","Pass","46.398","0.0000","0.0100","0.0100","Pass","38.908","Pass","N/A","Pass","N/A","N/A","N/A","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_DQ9","Fail","Write rank(1,1)","U1.U3","U2.B8"," 286.9"," 400.0"," 113.1","Pass"," 8.879"," 320.4"," 400.0","  79.6","Pass","28.453","0.0676","0.0700","0.0024","Pass","47.255","0.0903","0.0700","-0.0203","Fail","38.109","0.0046","0.0100","0.0054","Pass"," 8.911","0.0018","0.0100","0.0082","Pass","28.488","Fail"," 9.293","Pass","N/A","N/A","N/A","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_LDM","Pass","Write rank(1,1)","U1.H5","U2.E7","  35.0"," 400.0"," 365.0","Pass","31.869","   0.0"," 400.0"," 400.0","Pass","N/A","0.0031","0.0700","0.0669","Pass","31.869","0.0000","0.0700","0.0700","Pass","N/A","0.0000","0.0100","0.0100","Pass","N/A","0.0000","0.0100","0.0100","Pass","N/A","Pass","N/A","Pass","N/A","N/A","N/A","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_ODT","Pass","Write rank(1,1)","U1.H1","U2.K3"," 155.7"," 300.0"," 144.3","Pass","37.630"," 225.0"," 300.0","  75.0","Pass","40.112","0.0420","0.1699","0.1279","Pass","30.879","0.0716","0.1762","0.1046","Pass","19.206","0.0000","0.0055","0.0055","Pass","N/A","N/A","N/A","N/A","N/A","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass","  37.2","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_PARITY","Pass","Write rank(1,1)","U1.T1","U2.T3"," 187.1"," 300.0"," 112.9","Pass","37.569"," 278.5"," 300.0","  21.5","Pass"," 4.225","0.0438","0.1699","0.1261","Pass","26.678","0.0688","0.1762","0.1074","Pass","44.988","0.0000","0.0055","0.0055","Pass","N/A","N/A","N/A","N/A","N/A","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass","  34.9","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_UDM","Pass","Write rank(1,1)","U1.W5","U2.E2","  23.6"," 400.0"," 376.4","Pass","20.263","   0.0"," 400.0"," 400.0","Pass","N/A","0.0018","0.0700","0.0682","Pass"," 1.965","0.0000","0.0700","0.0700","Pass","N/A","0.0000","0.0100","0.0100","Pass","N/A","0.0000","0.0100","0.0100","Pass","N/A","Pass","N/A","Pass","N/A","N/A","N/A","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
