.HEADER
..NAMES
Time,V U2.G2
.DATA
2.06611e-08,0.0399
2.06844e-08,0.0406
2.07076e-08,0.0463
2.07309e-08,0.0513
2.07542e-08,0.0517
2.07774e-08,0.0463
2.08007e-08,0.0365
2.08240e-08,0.0241
2.08472e-08,0.0108
2.08705e-08,-0.0026
2.08938e-08,-0.0151
2.09170e-08,-0.0257
2.09403e-08,-0.0338
2.09636e-08,-0.0390
2.09868e-08,-0.0409
2.10101e-08,-0.0393
2.10334e-08,-0.0343
2.10566e-08,-0.0274
2.10799e-08,-0.0206
2.11032e-08,-0.0152
2.11264e-08,-0.0109
2.11497e-08,-0.0069
2.11730e-08,-0.0030
2.11962e-08,-0.0001
2.12195e-08,0.0004
2.12428e-08,-0.0018
2.12660e-08,-0.0054
2.12893e-08,-0.0081
2.13126e-08,-0.0081
2.13358e-08,-0.0046
2.13591e-08,0.0015
2.13824e-08,0.0087
2.14056e-08,0.0150
2.14289e-08,0.0188
2.14522e-08,0.0196
2.14754e-08,0.0179
2.14987e-08,0.0152
2.15220e-08,0.0127
2.15452e-08,0.0107
2.15685e-08,0.0085
2.15918e-08,0.0056
2.16150e-08,0.0022
2.16383e-08,-0.0007
2.16616e-08,-0.0023
2.16848e-08,-0.0027
2.17081e-08,-0.0022
2.17314e-08,-0.0015
2.17546e-08,-0.0007
2.17779e-08,0.0001
2.18012e-08,0.0009
2.18244e-08,0.0015
2.18477e-08,0.0016
2.18710e-08,0.0009
2.18942e-08,-0.0007
2.19175e-08,-0.0031
2.19408e-08,-0.0058
2.19640e-08,-0.0078
2.19873e-08,-0.0081
2.20106e-08,-0.0063
2.20338e-08,-0.0032
2.20571e-08,-0.0001
2.20804e-08,0.0020
2.21037e-08,0.0027
2.21269e-08,0.0025
2.21502e-08,0.0022
2.21735e-08,0.0021
2.21967e-08,0.0025
2.22200e-08,0.0059
2.22433e-08,0.0190
2.22665e-08,0.0597
2.22898e-08,0.1284
2.23131e-08,0.2170
2.23363e-08,0.3252
2.23596e-08,0.4325
2.23829e-08,0.5388
2.24061e-08,0.6517
2.24294e-08,0.7604
2.24527e-08,0.8685
2.24759e-08,0.9700
2.24992e-08,1.0528
2.25225e-08,1.1162
2.25457e-08,1.1614
2.25690e-08,1.1871
2.25923e-08,1.2023
2.26155e-08,1.2186
2.26388e-08,1.2368
2.26621e-08,1.2581
2.26853e-08,1.2786
2.27086e-08,1.2898
2.27319e-08,1.2922
2.27551e-08,1.2881
2.27784e-08,1.2790
2.28017e-08,1.2649
2.28249e-08,1.2444
2.28482e-08,1.2168
2.28715e-08,1.1838
2.28947e-08,1.1513
2.29180e-08,1.1238
2.29413e-08,1.1023
2.29645e-08,1.0892
2.29878e-08,1.0831
2.30111e-08,1.0814
2.30343e-08,1.0785
2.30576e-08,1.0673
2.30809e-08,1.0318
2.31041e-08,0.9681
2.31274e-08,0.8867
2.31507e-08,0.7889
2.31739e-08,0.6861
2.31972e-08,0.5821
2.32205e-08,0.4673
2.32437e-08,0.3518
2.32670e-08,0.2418
2.32903e-08,0.1436
2.33135e-08,0.0675
2.33368e-08,0.0167
2.33601e-08,-0.0155
2.33833e-08,-0.0322
2.34066e-08,-0.0396
2.34299e-08,-0.0507
2.34531e-08,-0.0673
2.34764e-08,-0.0871
2.34997e-08,-0.1079
2.35229e-08,-0.1224
2.35462e-08,-0.1296
2.35695e-08,-0.1322
2.35927e-08,-0.1301
2.36160e-08,-0.1212
2.36393e-08,-0.1031
2.36625e-08,-0.0757
2.36858e-08,-0.0414
2.37091e-08,-0.0064
2.37323e-08,0.0246
2.37556e-08,0.0506
2.37789e-08,0.0707
2.38021e-08,0.0845
2.38254e-08,0.0930
2.38487e-08,0.0964
2.38719e-08,0.0946
2.38952e-08,0.0880
2.39185e-08,0.0764
2.39417e-08,0.0615
2.39650e-08,0.0481
2.39883e-08,0.0405
2.40115e-08,0.0404
2.40348e-08,0.0457
2.40581e-08,0.0510
2.40813e-08,0.0517
2.41046e-08,0.0464
2.41279e-08,0.0366
2.41511e-08,0.0244
2.41744e-08,0.0117
2.41977e-08,-0.0004
2.42209e-08,-0.0114
2.42442e-08,-0.0211
2.42675e-08,-0.0291
2.42907e-08,-0.0352
2.43140e-08,-0.0385
2.43373e-08,-0.0384
