.HEADER
..NAMES
Time,V U2.H8
.DATA
5.9606e-09,0.3112
5.9703e-09,0.3328
5.9799e-09,0.3591
5.9895e-09,0.3816
5.9992e-09,0.3881
6.0088e-09,0.3784
6.0185e-09,0.3640
6.0281e-09,0.3535
6.0378e-09,0.3572
6.0474e-09,0.3759
6.0571e-09,0.4006
6.0667e-09,0.4260
6.0764e-09,0.4470
6.0860e-09,0.4580
6.0956e-09,0.4617
6.1053e-09,0.4655
6.1149e-09,0.4728
6.1246e-09,0.4868
6.1342e-09,0.5076
6.1439e-09,0.5285
6.1535e-09,0.5425
6.1632e-09,0.5448
6.1728e-09,0.5345
6.1824e-09,0.5165
6.1921e-09,0.4984
6.2017e-09,0.4870
6.2114e-09,0.4878
6.2210e-09,0.5006
6.2307e-09,0.5189
6.2403e-09,0.5363
6.2500e-09,0.5487
6.2596e-09,0.5535
6.2693e-09,0.5515
6.2789e-09,0.5461
6.2885e-09,0.5400
6.2982e-09,0.5339
6.3078e-09,0.5251
6.3175e-09,0.5094
6.3271e-09,0.4834
6.3368e-09,0.4453
6.3464e-09,0.3956
6.3561e-09,0.3374
6.3657e-09,0.2756
6.3753e-09,0.2140
6.3850e-09,0.1554
6.3946e-09,0.1022
6.4043e-09,0.0657
6.4139e-09,0.0470
6.4236e-09,0.0458
6.4332e-09,0.0581
6.4429e-09,0.0771
6.4525e-09,0.1027
6.4621e-09,0.1386
6.4718e-09,0.1803
6.4814e-09,0.2252
6.4911e-09,0.2728
6.5007e-09,0.3168
6.5104e-09,0.3563
6.5200e-09,0.3903
6.5297e-09,0.4161
6.5393e-09,0.4369
6.5490e-09,0.4556
6.5586e-09,0.4729
6.5682e-09,0.4910
6.5779e-09,0.5106
6.5875e-09,0.5275
6.5972e-09,0.5395
6.6068e-09,0.5450
6.6165e-09,0.5434
6.6261e-09,0.5383
6.6358e-09,0.5326
6.6454e-09,0.5278
6.6550e-09,0.5254
6.6647e-09,0.5244
6.6743e-09,0.5211
6.6840e-09,0.5131
6.6936e-09,0.5000
6.7033e-09,0.4831
6.7129e-09,0.4657
6.7226e-09,0.4507
6.7322e-09,0.4403
6.7419e-09,0.4359
6.7515e-09,0.4359
6.7611e-09,0.4378
6.7708e-09,0.4406
6.7804e-09,0.4438
6.7901e-09,0.4469
6.7997e-09,0.4493
6.8094e-09,0.4508
6.8190e-09,0.4514
6.8287e-09,0.4513
6.8383e-09,0.4491
6.8480e-09,0.4437
6.8576e-09,0.4348
