.HEADER
..NAMES
Time,V U1.N6
.DATA
2.15452e-08,0.6209
2.15685e-08,0.5879
2.15918e-08,0.5651
2.16150e-08,0.5470
2.16383e-08,0.5332
2.16616e-08,0.5223
2.16848e-08,0.5140
2.17081e-08,0.5088
2.17314e-08,0.5070
2.17546e-08,0.5082
2.17779e-08,0.5111
2.18012e-08,0.5116
2.18244e-08,0.5067
2.18477e-08,0.4945
2.18710e-08,0.4735
2.18942e-08,0.4397
2.19175e-08,0.3871
2.19408e-08,0.3160
2.19640e-08,0.2353
2.19873e-08,0.1578
2.20106e-08,0.0944
2.20338e-08,0.0494
2.20571e-08,0.0208
2.20804e-08,0.0024
2.21037e-08,-0.0120
2.21269e-08,-0.0257
2.21502e-08,-0.0392
2.21735e-08,-0.0512
2.21967e-08,-0.0609
2.22200e-08,-0.0681
2.22433e-08,-0.0716
2.22665e-08,-0.0696
2.22898e-08,-0.0611
2.23131e-08,-0.0472
2.23363e-08,-0.0297
2.23596e-08,-0.0093
2.23829e-08,0.0139
2.24061e-08,0.0380
2.24294e-08,0.0591
2.24527e-08,0.0726
2.24759e-08,0.0757
2.24992e-08,0.0688
2.25225e-08,0.0562
2.25457e-08,0.0436
2.25690e-08,0.0354
2.25923e-08,0.0329
2.26155e-08,0.0337
2.26388e-08,0.0347
2.26621e-08,0.0368
2.26853e-08,0.0589
2.27086e-08,0.1402
2.27319e-08,0.2806
2.27551e-08,0.4020
2.27784e-08,0.4666
2.28017e-08,0.5148
2.28249e-08,0.5450
2.28482e-08,0.5619
2.28715e-08,0.5761
2.28947e-08,0.5900
2.29180e-08,0.6059
2.29413e-08,0.6227
2.29645e-08,0.6399
2.29878e-08,0.6539
2.30111e-08,0.6616
2.30343e-08,0.6614
2.30576e-08,0.6570
2.30809e-08,0.6551
2.31041e-08,0.6609
2.31274e-08,0.6768
2.31507e-08,0.7062
2.31739e-08,0.7548
2.31972e-08,0.8242
2.32205e-08,0.9067
2.32437e-08,0.9900
2.32670e-08,1.0618
2.32903e-08,1.1147
2.33135e-08,1.1483
2.33368e-08,1.1676
2.33601e-08,1.1797
2.33833e-08,1.1900
2.34066e-08,1.2006
2.34299e-08,1.2112
2.34531e-08,1.2214
2.34764e-08,1.2313
2.34997e-08,1.2402
2.35229e-08,1.2453
2.35462e-08,1.2433
2.35695e-08,1.2333
2.35927e-08,1.2170
2.36160e-08,1.1963
2.36393e-08,1.1729
2.36625e-08,1.1493
2.36858e-08,1.1291
2.37091e-08,1.1163
2.37323e-08,1.1139
2.37556e-08,1.1221
2.37789e-08,1.1377
2.38021e-08,1.1550
2.38254e-08,1.1683
2.38487e-08,1.1750
2.38719e-08,1.1761
2.38952e-08,1.1699
2.39185e-08,1.1324
2.39417e-08,1.0530
2.39650e-08,0.8927
2.39883e-08,0.7656
2.40115e-08,0.6892
2.40348e-08,0.6452
2.40581e-08,0.6188
2.40813e-08,0.6027
2.41046e-08,0.5890
2.41279e-08,0.5755
2.41511e-08,0.5612
2.41744e-08,0.5458
2.41977e-08,0.5301
2.42209e-08,0.5160
2.42442e-08,0.5056
2.42675e-08,0.5008
2.42907e-08,0.5006
2.43140e-08,0.5008
2.43373e-08,0.4971
2.43605e-08,0.4846
2.43838e-08,0.4585
2.44071e-08,0.4128
2.44303e-08,0.3448
2.44536e-08,0.2618
2.44769e-08,0.1769
2.45002e-08,0.1036
2.45234e-08,0.0498
2.45467e-08,0.0163
2.45700e-08,-0.0021
2.45932e-08,-0.0125
2.46165e-08,-0.0208
2.46398e-08,-0.0297
2.46630e-08,-0.0388
