.HEADER
..NAMES
Time,V U1.H6
.DATA
1.44721e-08,1.2147
1.44953e-08,1.2227
1.45186e-08,1.2299
1.45419e-08,1.2358
1.45651e-08,1.2401
1.45884e-08,1.2422
1.46117e-08,1.2415
1.46349e-08,1.2378
1.46582e-08,1.2311
1.46815e-08,1.2212
1.47047e-08,1.2081
1.47280e-08,1.1925
1.47513e-08,1.1758
1.47745e-08,1.1599
1.47978e-08,1.1468
1.48211e-08,1.1383
1.48443e-08,1.1350
1.48676e-08,1.1372
1.48909e-08,1.1437
1.49141e-08,1.1523
1.49374e-08,1.1608
1.49607e-08,1.1674
1.49839e-08,1.1717
1.50072e-08,1.1740
1.50305e-08,1.1753
1.50537e-08,1.1762
1.50770e-08,1.1775
1.51003e-08,1.1794
1.51236e-08,1.1820
1.51468e-08,1.1852
1.51701e-08,1.1888
1.51934e-08,1.1930
1.52166e-08,1.1981
1.52399e-08,1.2039
1.52632e-08,1.2101
1.52864e-08,1.2158
1.53097e-08,1.2202
1.53330e-08,1.2225
1.53562e-08,1.2223
1.53795e-08,1.2198
1.54028e-08,1.2153
1.54260e-08,1.2098
1.54493e-08,1.2045
1.54726e-08,1.2005
1.54958e-08,1.1985
1.55191e-08,1.1982
1.55424e-08,1.1991
1.55656e-08,1.2004
1.55889e-08,1.2015
1.56122e-08,1.2018
1.56354e-08,1.2013
1.56587e-08,1.2003
1.56820e-08,1.1991
1.57052e-08,1.1980
1.57285e-08,1.1970
1.57518e-08,1.1957
1.57750e-08,1.1942
1.57983e-08,1.1926
1.58216e-08,1.1913
1.58448e-08,1.1907
1.58681e-08,1.1911
1.58914e-08,1.1928
1.59146e-08,1.1953
1.59379e-08,1.1983
1.59612e-08,1.2012
1.59844e-08,1.2032
1.60077e-08,1.2041
1.60310e-08,1.2038
1.60542e-08,1.2027
1.60775e-08,1.2013
1.61008e-08,1.1686
1.61240e-08,1.1100
1.61473e-08,0.9493
1.61706e-08,0.7913
1.61938e-08,0.6821
1.62171e-08,0.6149
1.62404e-08,0.5778
1.62636e-08,0.5616
1.62869e-08,0.5527
1.63102e-08,0.5485
1.63334e-08,0.5434
1.63567e-08,0.5347
1.63800e-08,0.5258
1.64032e-08,0.5173
1.64265e-08,0.5081
1.64498e-08,0.5015
1.64730e-08,0.4995
1.64963e-08,0.5014
1.65196e-08,0.5098
1.65428e-08,0.5227
1.65661e-08,0.5356
1.65894e-08,0.5455
1.66126e-08,0.5482
1.66359e-08,0.5372
1.66592e-08,0.5092
1.66824e-08,0.4635
1.67057e-08,0.4015
1.67290e-08,0.3369
1.67522e-08,0.3097
1.67755e-08,0.3851
1.67988e-08,0.4979
1.68220e-08,0.5759
1.68453e-08,0.6142
1.68686e-08,0.6322
1.68918e-08,0.6299
1.69151e-08,0.6198
1.69384e-08,0.6056
1.69616e-08,0.5952
1.69849e-08,0.5918
1.70082e-08,0.5895
1.70314e-08,0.5877
1.70547e-08,0.5857
1.70780e-08,0.5805
1.71012e-08,0.5717
1.71245e-08,0.5620
1.71478e-08,0.5515
1.71710e-08,0.5433
1.71943e-08,0.5425
1.72176e-08,0.5515
1.72408e-08,0.5725
1.72641e-08,0.6085
1.72874e-08,0.6588
1.73106e-08,0.7215
1.73339e-08,0.7947
1.73572e-08,0.8726
1.73804e-08,0.9480
1.74037e-08,1.0167
1.74270e-08,1.0746
1.74502e-08,1.1191
1.74735e-08,1.1513
1.74968e-08,1.1735
1.75201e-08,1.1885
1.75433e-08,1.2000
1.75666e-08,1.2102
1.75899e-08,1.2195
1.76131e-08,1.2282
1.76364e-08,1.2366
1.76597e-08,1.2441
1.76829e-08,1.2500
1.77062e-08,1.2533
1.77295e-08,1.2529
1.77527e-08,1.2481
1.77760e-08,1.2394
1.77993e-08,1.2268
1.78225e-08,1.2107
1.78458e-08,1.1925
1.78691e-08,1.1740
1.78923e-08,1.1569
1.79156e-08,1.1433
1.79389e-08,1.1346
1.79621e-08,1.1314
1.79854e-08,1.1336
1.80087e-08,1.1403
1.80319e-08,1.1491
1.80552e-08,1.1579
1.80785e-08,1.1649
1.81017e-08,1.1696
1.81250e-08,1.1721
1.81483e-08,1.1734
1.81715e-08,1.1741
1.81948e-08,1.1750
1.82181e-08,1.1765
1.82413e-08,1.1789
1.82646e-08,1.1823
1.82879e-08,1.1867
1.83111e-08,1.1922
1.83344e-08,1.1987
1.83577e-08,1.2058
1.83809e-08,1.2128
1.84042e-08,1.2188
1.84275e-08,1.2230
1.84507e-08,1.2248
1.84740e-08,1.2241
1.84973e-08,1.2211
1.85205e-08,1.2164
1.85438e-08,1.2108
1.85671e-08,1.2054
1.85903e-08,1.2013
1.86136e-08,1.1990
1.86369e-08,1.1986
1.86601e-08,1.1994
1.86834e-08,1.2008
1.87067e-08,1.2020
1.87299e-08,1.2026
1.87532e-08,1.2024
1.87765e-08,1.2014
1.87997e-08,1.2000
1.88230e-08,1.1984
1.88463e-08,1.1967
1.88695e-08,1.1949
1.88928e-08,1.1930
1.89161e-08,1.1912
1.89393e-08,1.1901
1.89626e-08,1.1899
1.89859e-08,1.1909
1.90091e-08,1.1929
1.90324e-08,1.1957
1.90557e-08,1.1987
1.90789e-08,1.2015
1.91022e-08,1.2034
1.91255e-08,1.2042
1.91487e-08,1.2040
1.91720e-08,1.2030
1.91953e-08,1.2017
1.92185e-08,1.1813
1.92418e-08,1.1308
1.92651e-08,1.0036
1.92883e-08,0.8400
1.93116e-08,0.7092
1.93349e-08,0.6331
1.93581e-08,0.5879
1.93814e-08,0.5666
1.94047e-08,0.5561
